"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Gentry County, Missouri",172.8,39444,6692,15.4,41.4,2.38,59,6.3,6.582633053
"Scotland County, North Carolina",189.6,32782,35509,28.9,39.1,2.59,38.9,15.5,6.79431748
"Adair County, Kentucky",200.2,31558,19027,26.3,41,2.5,50.9,7.7,4.546508931
"Worth County, Missouri",171,38802,2057,15.5,47.8,2.25,59.5,4.3,3.291139241
"Malheur County, Oregon",164.4,35094,30380,28.7,36.1,2.62,47.3,11.2,8.019109367
"Stephens County, Texas",211.3,44110,9440,20.8,39.3,2.55,55.7,3.9,5.472636816
"Walsh County, North Dakota",141,51754,10897,10.9,45.4,2.15,58.7,3.3,5.591612581
"Mohave County, Arizona",196.6,37704,204737,20.8,49.2,2.43,49.5,13.2,4.575797025
"Fountain County, Indiana",211.7,45168,16591,14.6,42.3,2.4,55.3,8.6,5.674931129
"San Mateo County, California",140,100806,765135,7.5,39.5,2.85,51.9,6.7,5.015576324
"Delaware County, Pennsylvania",187.4,62867,563894,11,38.9,2.65,45.9,8.2,5.543922993
"Madera County, California",147.5,43171,154998,22.3,33.5,3.35,47.6,7.5,6.972732188
"Sevier County, Arkansas",179.5,37014,17290,20.4,34.9,2.81,53.3,9.3,5.671792286
"Hickman County, Tennessee",213.5,37443,24363,20.2,40.7,2.6,49.1,8.6,6.558627264
"Wahkiakum County, Washington",153.8,51022,4042,13.9,52.1,2.31,53.5,10.6,0.535475234
"Charles County, Maryland",186.7,86703,156118,7.2,37.7,2.84,50,6.3,4.693221178
"Brookings County, South Dakota",162.6,52930,33897,14.1,26.4,2.38,42.2,3.1,4.882440161
"Crow Wing County, Minnesota",176.7,50162,63428,10.9,43.5,2.36,56.3,5.7,6.153360682
"White County, Indiana",206.3,50731,24293,11.2,42,2.53,57.8,6,6.172839506
"Kemper County, Mississippi",171,33015,9969,28.2,38.3,2.53,36.7,10.1,8.165019338
"St. Clair County, Michigan",189.5,50303,159875,13.8,42.8,2.47,53.7,10.4,4.646092865
"Green County, Wisconsin",158.4,53328,37186,8.7,42.2,2.47,56.7,3.5,5.46031746
"Lamoille County, Vermont",173.7,49142,25235,12.6,40.5,2.39,49.1,4.3,3.897685749
"Greene County, Ohio",159.2,59382,164427,13.2,37.7,2.41,51.4,7.6,4.699355673
"Sheridan County, North Dakota",124.8,44990,1310,16.1,52,2.05,63.2,2,4.95049505
"Hartford County, Connecticut",157.5,65809,895841,12.2,40.1,2.51,46.8,9.3,5.248472648
"Lancaster County, South Carolina",167.3,44854,85842,19.7,41.6,2.7,47.1,9.9,4.939375314
"Lafayette County, Florida",208.1,38071,8663,25.6,36.4,2.81,43,14.6,7.845659164
"Rockingham County, Virginia",156.1,55798,78593,11.7,41.5,2.57,57,5.4,4.834403227
"Fremont County, Wyoming",169,48624,40315,14,38.2,2.61,49.6,7.8,6.7516967
"Union County, Tennessee",221.3,37453,19119,22.6,41,2.59,55.8,9.5,3.464419476
"Van Zandt County, Texas",182.9,43377,53547,15.9,43.5,2.79,52.5,6.1,6.531059017
"Baldwin County, Alabama",174.3,49626,203709,13,42.2,2.6,53.8,7.5,5.381477705
"Decatur County, Kansas",214.7,41434,2932,13.9,52.3,1.91,54.4,3.8,7.127429806
"Burleigh County, North Dakota",141.6,66734,92991,8.2,36.8,2.3,53.9,2.3,6.137971127
"Monroe County, Mississippi",174.3,36810,35827,20.1,40.6,2.57,49.8,10.9,5.236239649
"Maverick County, Texas",150.2,32248,57706,26.5,29.9,3.48,52,13.1,8.605012198
"Pasco County, Florida",176.4,45219,497909,14.7,44.4,2.53,51.1,9.4,4.73813501
"Wayne County, Illinois",180,46839,16423,14.9,42.4,2.34,59.8,5.3,6.710020692
"Atchison County, Missouri",222.4,45997,5306,12.2,47.1,2.13,56.1,4.3,7.641509434
"Dakota County, Minnesota",154.4,76269,414686,7.3,37.5,2.59,55.2,5,5.401029725
"Wheeler County, Oregon",144.6,33387,1358,23.3,56.5,1.97,60.6,8.5,1.754385965
"Becker County, Minnesota",189.3,51116,33386,14.6,42.4,2.41,57.6,3.5,5.235358086
"Douglas County, Nevada",145.2,60322,47710,10.3,49.4,2.37,58.9,8.5,5.193753615
"Brown County, Wisconsin",158.6,54141,258718,12,36.8,2.46,51.4,6.1,5.921762149
"East Carroll Parish, Louisiana",250.7,25402,7307,43,33.3,2.26,28.1,19.2,4.305555556
"Pickett County, Tennessee",160,31996,5146,19.2,49.4,2.25,66.7,4.9,8.686210641
"Union County, Pennsylvania",144.9,47996,44954,13.4,38.6,2.38,47,6.1,4.739182301
"McDuffie County, Georgia",219.5,37413,21540,27.6,38.2,2.61,48.4,9.5,5.374121538
"Union County, Oregon",169,44841,25790,17.7,40,2.46,52.7,7.1,5.602240896
"Penobscot County, Maine",187.5,42728,152692,18,41.3,2.36,48,7.8,4.133114215
"Santa Fe County, New Mexico",126.1,52628,148686,14.2,44.4,2.35,47.6,7.9,4.017424976
"Cleveland County, Oklahoma",169.2,58205,274458,12.6,33.2,2.59,49.1,4.9,4.927709813
"Fayette County, Texas",158.1,49830,25110,10.9,47.6,2.55,55.7,1.8,5.062486761
"Franklin County, North Carolina",183.4,48166,63710,15.4,40.2,2.58,51.6,9.9,3.545493379
"Meigs County, Ohio",206.9,38081,23257,22.6,42.3,2.49,53.8,12.1,5.707001373
"Henry County, Indiana",191,41955,48985,15.5,42.2,2.54,48.2,10.6,3.996826341
"Pushmataha County, Oklahoma",226.4,32215,11183,23.1,44.8,2.34,53,10.6,5.050505051
"Hancock County, West Virginia",184.1,48178,29815,12.9,45.6,2.32,51.8,7.2,5.693029274
"Webster County, Kentucky",213.7,43024,13170,17.3,39.7,2.54,56.5,7.2,4.724137931
"Transylvania County, North Carolina",137,44490,33211,16.2,50.1,2.31,57.1,6.9,4.726613966
"Neosho County, Kansas",183.5,41527,16346,17.7,40,2.47,53.1,4.7,8.276059565
"Bradford County, Florida",209.9,39980,26928,22.6,39.6,2.72,39.5,12.4,2.467138524
"Licking County, Ohio",188.8,57308,170570,13.5,39.7,2.57,54.3,7.2,5.540748334
"Bayfield County, Wisconsin",171.7,44395,14977,13.6,50.8,2.16,58.5,7.2,5.547054323
"Vermilion County, Illinois",203.1,42036,79282,19,40,2.47,45.9,10.7,5.395305384
"Liberty County, Georgia",170.3,41682,62467,17.2,27.6,2.72,54.1,12.9,9.713596623
"Monroe County, Arkansas",229.9,30682,7399,28.1,45.2,2.27,42.7,12.8,9.781931464
"Weston County, Wyoming",182.6,55520,7234,13.2,42.1,2.27,58,5.2,17.40104556
"Columbia County, Georgia",156.9,68067,144052,9.5,36.6,2.98,57,7.1,5.223686116
"Warren County, Georgia",194.6,31623,5460,28.9,44.3,2.58,39.3,16.4,7.881355932
"Washington County, Kansas",172.4,43264,5598,10.8,46.3,2.27,62.5,3.1,5.961538462
"Crawford County, Illinois",191.5,45889,19414,15.2,42.4,2.37,52.9,6.8,3.962879358
"Tarrant County, Texas",164.3,58127,1982498,15.2,34,2.81,49.4,6.9,5.979489664
"Shasta County, California",192,43661,179533,14.7,42.2,2.54,49.1,10.3,3.958736974
"Burke County, Georgia",203.3,35055,22745,31.1,36,2.81,42.9,8.2,5.410413193
"Pickens County, Alabama",178,31933,20864,25,42.4,2.51,43.8,13.8,6.291165115
"Adams County, North Dakota",140,45710,2359,10.2,47.6,2.14,66.7,1.2,4.047619048
"Franklin County, Texas",156.3,42099,10651,16.4,43.5,2.46,57.7,6.6,4.741980474
"Comanche County, Oklahoma",186.9,46071,124648,18.6,31.8,2.69,45.7,8.6,6.253896381
"Columbus County, North Carolina",193.6,34321,56694,24.3,41.5,2.47,45,9,5.168210629
"Knox County, Illinois",180.1,38992,51441,19.3,42.1,2.25,44,7.4,5.205017787
"Van Buren County, Arkansas",178.9,32975,16771,22,47.1,2.44,53.3,11.2,4.153846154
"Minnehaha County, South Dakota",184.3,55107,185197,11.5,34.8,2.48,49.5,4.4,6.112105642
"Oneida County, New York",173.9,48350,232500,17.7,41.2,0.0243,44,7.4,5.551134489
"Cass County, Illinois",195.3,46289,12847,13.2,39.2,2.51,51.1,8.5,4.770134808
"Dawes County, Nebraska",155.4,40667,9055,18.8,33.7,2.22,48.7,2.6,7.437661221
"Jefferson County, Nebraska",201.3,44947,7263,11.5,45.5,2.18,58.4,4,5.139186296
"Winnebago County, Illinois",191.5,47708,287078,16.9,39.2,0.0251,48.2,11.5,5.573940788
"Scott County, Illinois",169.5,51584,5092,12,43.5,2.42,53.9,9.4,3.388278388
"Mills County, Texas",135.8,38564,4900,17.1,45.5,2.55,62.2,3.6,1.503759399
"Sanborn County, South Dakota",143,46281,2355,14.7,46.8,2.09,61.8,3.4,5
"Cherokee County, Alabama",191.2,38013,25859,18.6,45.4,2.28,62.1,7.9,4.687789513
"Washington County, Wisconsin",153,69346,133674,5.9,42.1,0.0249,60.5,4.5,5.225693273
"Marquette County, Michigan",168.7,44735,67215,15.4,39.1,2.38,46.4,8.1,3.31536726
"Kit Carson County, Colorado",161,46394,7758,14.9,38.9,2.35,54.8,5.9,13.23328786
"Yuba County, California",182.8,41403,74492,21.6,32.1,2.87,49.5,14.8,7.98203179
"Dickinson County, Iowa",156.1,56551,17111,7.4,48.7,2.14,63,3.8,7.152406417
"Carver County, Minnesota",148.8,88500,98741,4.8,36.9,2.76,62.3,3.8,5.473379087
"Moore County, Texas",179.8,42839,22255,14.6,31.1,3.21,59,4.1,10.43646945
"Washington County, Iowa",160.4,56243,22247,10.2,41.5,2.43,58.3,4.2,9.453503746
"Towns County, Georgia",193.1,39453,11182,18.1,52.4,2.34,55,10,7.575757576
"Marion County, Alabama",189.8,37707,30168,20.2,44.1,2.34,57.6,9.9,4.196551198
"Catahoula Parish, Louisiana",224.9,34116,10147,23.3,38.5,2.48,48.2,8.3,2.469135802
"Ralls County, Missouri",205.2,51738,10196,11.6,45.1,2.53,60.1,6.2,6.335282651
"Virginia Beach city, Virginia",168.1,67676,452745,8.6,35,2.63,50.1,6.1,5.841796248
"Shenandoah County, Virginia",171.4,45430,43190,12,43.8,2.47,55.6,6,7.406593407
"Ada County, Idaho",151.6,57908,434211,11.6,35.8,2.61,53.6,6.6,4.783515756
"Woodruff County, Arkansas",215.9,29969,6741,25.1,43.9,2.36,42.1,12.4,5.860805861
"Macon County, North Carolina",161.4,37884,34201,18.1,49,2.16,58.1,7.3,5.212083268
"Stanton County, Kansas",127.9,56591,2072,11.5,35.7,2.58,63.5,2.4,13.96396396
"Lyon County, Iowa",151.7,61750,11745,7.9,38.4,2.57,65.2,2.4,6.586310805
"Echols County, Georgia",126.4,34444,4040,27.1,35.4,2.86,52.1,10.1,1.424501425
"Amador County, California",166.6,54610,37001,12.9,50,2.36,52.2,14,3.698558778
"Mingo County, West Virginia",240.8,29839,25292,28.1,41.7,2.38,55.6,14.1,2.796024928
"Outagamie County, Wisconsin",153.4,59377,183245,10,37.8,2.51,55,3.9,4.723966632
"Chautauqua County, New York",173.2,41757,130779,19.3,41.7,2.36,47,7.8,6.073151538
"Indiana County, Pennsylvania",151.6,42611,86966,17,38.9,2.41,48.4,7.8,4.149417541
"Union County, North Carolina",158.6,64381,222742,10.8,37.2,2.99,59.4,7.7,5.847110572
"Atchison County, Kansas",180.2,44199,16398,17.4,35.9,2.53,45.6,7.3,6.012884753
"Wibaux County, Montana",214.4,43859,1130,11.7,51.2,2.15,56.5,3,17.87709497
"Claiborne County, Tennessee",218.3,33640,31709,24,41.8,2.4,52.3,8.2,3.502840141
"Pawnee County, Nebraska",171.1,42977,2659,12.2,49.1,2.13,62.2,4.6,1.111111111
"Kent County, Maryland",180,53288,19787,13.8,46.2,2.39,47,7.2,4.528650647
"Seward County, Kansas",164.4,47381,23152,15.7,29.4,3.05,47.7,9,6.872294372
"Baker County, Florida",206.1,47121,27420,19.6,36.6,3,47.9,8.9,5.915444937
"Henry County, Virginia",194.2,34842,51881,20.5,46,2.32,52,10,6.007452513
"Dillon County, South Carolina",204.7,30516,31234,29.8,37.8,2.69,41.4,13.2,5.525568182
"Ottawa County, Ohio",185.3,50345,40877,10.1,47.3,2.33,57.1,5.5,4.504504505
"Bradley County, Arkansas",214,32734,11094,27.4,40.6,2.39,51.6,9.4,5.141916907
"McDonough County, Illinois",175.1,42684,31333,23.6,30.7,2.29,40.4,9.4,3.098048116
"McClain County, Oklahoma",175,58392,38066,10.2,38.3,2.74,60.9,3.9,5.778802962
"Shoshone County, Idaho",225.1,36577,12432,18.9,47.1,2.16,55,11.8,8.244897959
"Richmond County, New York",161.7,70299,474558,14.5,39.3,2.81,51.2,6.9,4.517034138
"Catoosa County, Georgia",161,50728,66050,12.6,39,2.71,55.9,8.1,5.74156506
"Sawyer County, Wisconsin",208.5,40701,16376,17,49.3,2.19,57,9.8,4.272316777
"Brunswick County, Virginia",165.3,37344,16698,21.9,41.7,2.51,38.6,10.5,4.689366786
"Stearns County, Minnesota",153.7,55832,154708,13.4,34,2.52,50,5,4.490661015
"Clinton County, Michigan",149.1,60650,77390,10,39.7,2.64,54.7,6.5,4.540884719
"Owen County, Kentucky",159.8,43626,10730,17.4,41.7,2.59,54.5,8.6,5.220713073
"Garfield County, Washington",115,46404,2219,14.2,49.8,2.3,61.9,7.4,13.55498721
"Pulaski County, Kentucky",219.5,32767,63782,26,42,2.45,52.1,9.1,6.00624025
"Carter County, Kentucky",232.1,34991,27158,23.9,40.1,2.54,51.9,11.1,4.045610747
"Wayne County, Missouri",240.5,30721,13405,26.4,46.7,2.43,51.7,9.5,6.199460916
"Hawkins County, Tennessee",211.8,39506,56471,19.6,43.4,2.42,52.7,10,4.203166439
"Brown County, Illinois",165.8,50225,6829,14.2,37.7,2.43,37.9,5.4,3.908484271
"Chenango County, New York",180.3,46387,48844,16.7,43.8,0.0249,50.2,7.1,5.052412881
"Monroe County, Michigan",182.8,57719,149568,10.4,41.7,2.55,54.1,8.3,6.102216567
"Valencia County, New Mexico",163.1,40591,75737,24.5,38.5,2.78,49.2,12.4,6.407674997
"Zapata County, Texas",112.5,33291,14374,32.6,29.2,3.16,52.3,12.2,9.67556704
"Carson City, Nevada",193.5,45639,54521,19.3,42.6,2.43,45.1,11.3,4.262413265
"Humphreys County, Tennessee",222.6,42837,18135,17.6,42.2,2.53,54.8,8.9,5.078225186
"King County, Washington",152.7,75738,2117125,11.3,37.2,2.45,49.5,6.3,5.202119227
"Duchesne County, Utah",155.5,61976,20862,11.6,30.2,2.94,65,5.2,10.01338091
"Franklin County, Georgia",198.3,38055,22311,24.4,40.9,2.54,52.6,8.4,6.796906797
"De Witt County, Illinois",195.5,55193,16247,10.9,42.8,2.36,56.5,7.7,8.025966362
"Salt Lake County, Utah",130.9,62536,1107314,11.9,31.8,3.03,52.1,5.8,6.633919132
"Rush County, Indiana",222,47418,16672,14.4,41.3,2.42,55.1,6.9,5.966850829
"Danville city, Virginia",207.4,33646,42082,23.6,41.8,2.2,38.7,12.7,3.236583838
"Van Wert County, Ohio",172.1,49565,28562,10.1,41.5,2.49,56.3,7.5,4.894094994
"Lucas County, Ohio",196.2,42344,433689,20.7,37.7,2.4,41.6,11.1,5.157532738
"Nodaway County, Missouri",168.8,42956,22810,20.2,28.3,2.28,42.4,7.2,3.648198607
"Spencer County, Indiana",174.6,54468,20715,9.3,42.7,2.58,60.4,5.6,4.881386861
"Hood County, Texas",167.2,55472,55423,12.4,46.9,2.51,58.3,5,6.844366335
"Montgomery County, North Carolina",153.3,38530,27548,21.1,41.1,2.52,48.8,10.5,5.65466173
"Bracken County, Kentucky",236.8,41910,8321,18.6,41,2.54,53.4,8.3,6.52995143
"Gratiot County, Michigan",168.3,43509,41540,18.5,38.9,2.45,47.1,8.5,3.748722027
"Ouachita Parish, Louisiana",199.7,40877,156761,23.6,34.7,2.55,41.9,8,6.070254725
"Colbert County, Alabama",190.5,43057,54354,16.7,42.2,2.43,51.1,9,3.673864003
"Morgan County, Georgia",172.3,50295,18046,15,43.2,2.76,53.8,6.9,3.7027833
"Tishomingo County, Mississippi",184,35550,19552,17.7,42.8,2.52,56,10.5,3.298774741
"Hughes County, South Dakota",162.5,58340,17555,11,39.4,2.3,54.7,3.1,7.0192783
"Bernalillo County, New Mexico",147.1,47192,676685,18.7,36.5,2.52,43.7,8.4,5.264795797
"Cheshire County, New Hampshire",162.8,56008,75909,11.8,42,2.34,48.4,6.1,4.687933426
"Grenada County, Mississippi",225.1,33650,21578,24.8,40.4,2.86,39.3,9.4,1.946661476
"Tom Green County, Texas",159.3,45261,118105,15.6,33.9,2.54,46.6,4.7,5.508398049
"Haskell County, Texas",172.4,35607,5737,25.1,43.4,2.2,52.7,6.9,4.519119351
"Blackford County, Indiana",189.1,39563,12298,15,43.3,2.35,54.3,9.8,6.987761548
"Oconee County, South Carolina",172.9,39548,75713,17.5,44.3,2.43,53.8,10.4,6.598098195
"Grant County, North Dakota",147.3,39679,2388,16.1,53.6,2.05,62.6,3.4,7.277628032
"Lewis County, Kentucky",239.3,30217,13682,34.4,40.8,2.54,55.1,8.4,3.777923784
"Okanogan County, Washington",175.9,37782,41516,23.2,42.6,2.42,54.1,8.9,4.204317269
"Morgan County, Kentucky",242.8,30872,13275,30.4,40.7,2.45,51.9,9.6,6.742424242
"Montgomery County, Virginia",153.3,43484,97653,24.8,27.5,2.48,39.1,5.6,3.135414054
"Price County, Wisconsin",170.1,42659,13645,13,50.5,2.03,60.4,4.6,6.227254347
"Crittenden County, Arkansas",242.9,35455,48963,27.3,34.6,2.67,40.3,9.9,7.947176973
"Northumberland County, Pennsylvania",177.5,40429,93246,15.9,525.6,2.27,50.4,7.2,5.713833492
"Hand County, South Dakota",130.6,51201,3348,10,48.8,2.19,58.9,1.7,3.64298725
"North Slope Borough, Alaska",256.9,75682,9687,11.5,33.9,3.28,46.7,9.3,10.6333527
"Garrett County, Maryland",154.8,47441,29460,12.4,44.5,2.47,56.5,7,6.553245117
"Racine County, Wisconsin",166.8,54782,195080,13.1,39.7,2.53,50,8.4,5.596635235
"Grant County, Arkansas",190.5,46067,18102,13.3,39.6,2.61,57.9,9.4,5.539429124
"Jim Hogg County, Texas",202.2,36929,5200,22.5,36.7,3.09,48.4,16.5,17.26057906
"Dutchess County, New York",164.8,70925,295754,10.2,41.2,2.61,48.7,8.7,3.807095815
"Taos County, New Mexico",135.2,36125,32907,19.2,46.8,2.44,42.4,10.7,4.706601467
"Wallace County, Kansas",175.5,49109,1518,12,41.8,2.52,60.1,5.4,8.333333333
"Wayne County, Tennessee",201.4,33573,16748,23.3,42.2,2.48,49.9,12.2,6.408629442
"Sumner County, Tennessee",162.5,58291,175989,11.3,39.4,2.7,55.6,6,5.056955471
"Waynesboro city, Virginia",210.5,44843,21491,14.6,38.5,2.32,47.9,4.9,7.446377985
"Guilford County, North Carolina",163.9,44828,517600,17.3,36.9,2.46,45.3,8.8,5.372916101
"Caribou County, Idaho",184.5,55770,6770,11.5,36.8,0.0257,66.1,1.5,5.12455516
"Matanuska-Susitna Borough, Alaska",184.3,73981,101095,10.7,34.6,3.03,52.3,9.8,4.854021136
"Laurel County, Kentucky",216.7,34678,60094,24.7,38.5,2.54,52.9,12.4,5.76001128
"Polk County, Oregon",165.5,52626,79391,14.1,37.4,2.65,51.8,10.8,4.832893816
"Washington County, Maryland",181,54606,149585,13.8,40.4,2.5,49.4,8.5,5.93936457
"Nicholas County, Kentucky",267.6,37061,7131,19.4,501.6,2.47,54.6,7.7,4.939063502
"Jasper County, South Carolina",179.1,37715,27824,24.5,36.5,2.85,44.2,11.9,6.543128895
"Newton County, Mississippi",185.3,35185,21747,22.3,37.7,2.61,48.9,10.6,4.476744186
"Union County, Ohio",165.7,69900,54277,7.7,38.1,2.73,56.7,4.2,5.668411867
"Washakie County, Wyoming",182.3,50802,8328,12.6,43.4,2.34,56,6.8,5.37037037
"Jefferson County, Wisconsin",164,56365,84559,10.6,39.1,2.49,53.8,5.5,4.73206677
"Haskell County, Oklahoma",200,35313,12845,24.5,40,2.6,54.6,8.7,5.772811918
"Tyler County, West Virginia",199.1,41019,8975,15.8,46.2,2.48,53.5,10.9,1.988950276
"Union County, Mississippi",149.4,37667,28429,15.9,38,2.66,51.7,10.7,4.427409262
"Charlottesville city, Virginia",178.2,45890,46597,25.9,29.8,0.0239,30.1,4.3,2.753790712
"La Plata County, Colorado",129.3,60658,54688,10.7,38.8,2.38,51,5.2,5.222636717
"Metcalfe County, Kentucky",218,30460,9909,25.2,43.4,2.51,58.4,7.4,11.46987952
"Brazoria County, Texas",169.3,73788,346312,9.9,35.5,2.85,54.5,5.4,6.533051164
"Cleveland County, Arkansas",163.4,43201,8311,16.6,42.4,2.53,58.2,9.7,3.533190578
"Sebastian County, Arkansas",187.5,39907,127780,22.1,36.9,2.53,50.3,6.1,6.387886081
"Keith County, Nebraska",161.3,45192,8063,12,49.1,2.06,59.5,2.8,2.702702703
"Brown County, Texas",188.4,41316,37896,17.5,41,2.71,52.5,4.3,2.5472273
"Canyon County, Idaho",154.8,43489,207478,18,32.8,2.98,53.8,9.4,6.940188877
"Clarke County, Alabama",194,36620,24675,24.9,41.1,2.57,45.5,19.4,2.570564516
"St. Francis County, Arkansas",202.9,30489,26589,33.4,37.5,2.51,37.4,11.7,6.906077348
"Decatur County, Iowa",209.1,36742,8220,21.3,37.4,2.38,50.1,7.5,5.356186395
"Clinton County, New York",182.1,51576,81251,16.6,39.4,2.32,46.3,6.9,4.275633043
"Appomattox County, Virginia",178.9,44397,15414,15.1,42.3,2.55,54.3,6.6,4.406073236
"Mississippi County, Arkansas",236.4,33577,43738,27.1,35.6,2.57,45.8,12,7.372578522
"Richardson County, Nebraska",192.2,44282,8094,14.4,47,2.14,59.7,3.4,6.961613533
"Carroll County, Ohio",172.8,46177,27811,13.5,44.5,2.54,58.4,7.1,5.228870221
"Monroe County, New York",169.5,51371,749600,14.2,38.5,2.41,44.1,7.7,4.726955479
"McPherson County, South Dakota",97.3,38469,2415,17,52.1,1.89,52,6.7,15.3125
"Gladwin County, Michigan",196.5,39721,25164,18.5,48.9,2.3,57.2,11,6.390328152
"Lincoln County, Kentucky",199.1,35368,24463,27.6,40.3,2.48,53.9,10.5,7.499096494
"Sullivan County, Indiana",206,43933,20928,16.9,40.8,2.47,50.6,6.8,6.615715309
"Hocking County, Ohio",205.9,42374,28491,17.5,42.6,2.48,54.7,9.5,5.314639713
"Buchanan County, Iowa",188.1,55781,21062,10.7,38.4,2.5,58.9,3.9,7.209673739
"Nelson County, North Dakota",205.3,45040,2968,10.8,52.8,1.95,58.5,0.7,10.42553191
"Clinton County, Ohio",224.3,49453,41917,13.7,39.3,2.53,52.8,9.2,5.682641548
"Alachua County, Florida",182.4,44325,259964,21.6,30.8,2.46,37.7,7.9,3.204859373
"Ness County, Kansas",128.7,51923,3005,10,49.2,2.18,62.5,2.7,9.725158562
"Summers County, West Virginia",170.4,32456,13239,25.8,46.3,2.22,53.5,10,3.812668868
"Mason County, West Virginia",209.5,35799,27037,20.6,43,2.44,51.6,10.3,3.66910141
"Calvert County, Maryland",175.2,92446,90595,7.2,40.6,2.87,52.7,7.6,3.454078056
"Buena Vista city, Virginia",240.8,38331,6618,17.2,33.8,2.26,48.1,7.3,11.88769415
"Bristol city, Virginia",226.6,34099,17141,21.8,41.8,2.22,46.2,10.7,3.86837478
"Glynn County, Georgia",168.9,46737,83579,19.3,40.5,2.49,48.9,9.3,5.647184414
"Pike County, Mississippi",215.8,30078,39956,30.5,36.7,2.65,40.4,9.5,5.009078287
"Dorchester County, Maryland",185.4,42279,32384,17.5,43.8,2.41,47.9,10.4,5.456570156
"Ferry County, Washington",161.1,39992,7582,22.4,47.7,2.39,48.2,12.2,4.978354978
"Concordia Parish, Louisiana",216.1,31835,20142,30.9,38.3,2.33,42.8,11.7,2.773207991
"Marin County, California",135.2,94549,261221,8.8,45.4,2.41,51.8,5.7,5.448237059
"Perkins County, Nebraska",147.5,56080,2944,10.4,44.1,2.32,65.5,1.7,6.593406593
"Floyd County, Texas",173.5,36898,5901,23.7,37.3,2.54,57,8,4.490106545
"Wilkes County, Georgia",210,32042,9867,26.7,44.4,2.45,42.7,8.9,7.441634241
"Halifax County, Virginia",178.3,39079,35125,18,45.3,2.43,47.8,7.5,5.521048999
"Lake County, South Dakota",155.3,53175,12622,9.5,41.9,2.38,55.2,4.4,4.12979351
"Gillespie County, Texas",157.5,52814,25963,12.5,50.6,2.36,59.8,6.8,6.807727691
"Goodhue County, Minnesota",161.6,60869,46435,9.6,43,2.42,55.8,5.3,6.13624545
"Acadia Parish, Louisiana",230.5,40269,62577,22,35.7,2.7,47.3,10.1,6.938635585
"Pettis County, Missouri",217.1,40038,42255,17.6,37.5,2.56,53.9,6.4,6.924516532
